EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),
63800,2453373.50000,9401.00000,6934.75865,146.28943,693.49528,-0.68724,4.71988,5.87254,6977.65187,0.00097,0.89881,6.22466,0.18156,6.22920,6.22910,0,353.1,-69.8,5.8,-140.6,
63820,2453373.50000,9421.00000,6919.38092,240.64506,810.77292,-0.85048,4.71532,5.85476,6977.57858,0.00096,0.89880,6.22466,0.21163,6.22085,6.22072,0,352.1,-69.3,6.7,-139.9,
63840,2453373.50000,9441.00000,6900.74231,334.88725,927.66739,-1.01331,4.70853,5.83422,6977.49467,0.00095,0.89880,6.22466,0.24179,6.21241,6.21227,0,351.2,-68.7,7.7,-139.2,
63860,2453373.50000,9461.00000,6878.85167,428.97159,1044.12347,-1.17567,4.69953,5.81093,6977.40032,0.00094,0.89879,6.22466,0.27205,6.20387,6.20372,0,350.4,-68.2,8.7,-138.5,
63880,2453373.50000,9481.00000,6853.71943,522.85374,1160.08614,-1.33746,4.68832,5.78488,6977.29574,0.00093,0.89879,6.22465,0.30243,6.19521,6.19505,0,349.6,-67.6,9.7,-137.8,
63900,2453373.50000,9501.00000,6825.35752,616.48947,1275.50063,-1.49862,4.67489,5.75611,6977.18114,0.00091,0.89878,6.22465,0.33293,6.18643,6.18625,0,348.8,-67.1,10.6,-137.1,
63920,2453373.50000,9521.00000,6793.77944,709.83467,1390.31241,-1.65906,4.65926,5.72462,6977.05675,0.00090,0.89877,6.22465,0.36359,6.17749,6.17730,0,348.0,-66.5,11.6,-136.4,
63940,2453373.50000,9541.00000,6759.00018,802.84537,1504.46728,-1.81872,4.64144,5.69042,6976.92283,0.00088,0.89877,6.22465,0.39442,6.16838,6.16817,0,347.3,-65.9,12.6,-135.7,
63960,2453373.50000,9561.00000,6721.03626,895.47775,1617.91131,-1.97752,4.62143,5.65354,6976.77964,0.00087,0.89876,6.22464,0.42545,6.15907,6.15886,0,346.6,-65.4,13.5,-134.9,
63980,2453373.50000,9581.00000,6679.90572,987.68818,1730.59096,-2.13537,4.59925,5.61398,6976.62751,0.00085,0.89875,6.22464,0.45669,6.14955,6.14932,0,345.9,-64.8,14.5,-134.2,
64000,2453373.50000,9601.00000,6635.62809,1079.43325,1842.45302,-2.29222,4.57490,5.57178,6976.46675,0.00083,0.89874,6.22464,0.48818,6.13978,6.13954,0,345.2,-64.2,15.4,-133.4,
64020,2453373.50000,9621.00000,6588.22437,1170.66976,1953.44470,-2.44797,4.54839,5.52695,6976.29771,0.00081,0.89873,6.22463,0.51994,6.12974,6.12949,0,344.6,-63.6,16.4,-132.7,
64040,2453373.50000,9641.00000,6537.71707,1261.35476,2063.51361,-2.60256,4.51975,5.47951,6976.12075,0.00079,0.89872,6.22463,0.55201,6.11938,6.11913,0,344.0,-63.1,17.3,-131.9,
64060,2453373.50000,9661.00000,6484.13015,1351.44555,2172.60783,-2.75592,4.48898,5.42948,6975.93624,0.00076,0.89871,6.22462,0.58443,6.10868,6.10841,0,343.4,-62.5,18.3,-131.2,
64080,2453373.50000,9681.00000,6427.48902,1440.89975,2280.67587,-2.90797,4.45609,5.37690,6975.74455,0.00074,0.89870,6.22462,0.61725,6.09757,6.09730,0,342.8,-61.9,19.2,-130.4,
64100,2453373.50000,9701.00000,6367.82056,1529.67525,2387.66677,-3.05864,4.42111,5.32177,6975.54604,0.00072,0.89869,6.22461,0.65053,6.08601,6.08573,0,342.2,-61.3,20.2,-129.6,
64120,2453373.50000,9721.00000,6305.15304,1617.73029,2493.53006,-3.20786,4.38405,5.26414,6975.34108,0.00069,0.89868,6.22460,0.68433,6.07393,6.07364,0,341.7,-60.7,21.1,-128.8,
64140,2453373.50000,9741.00000,6239.51617,1705.02346,2598.21584,-3.35556,4.34493,5.20403,6975.13008,0.00066,0.89867,6.22459,0.71871,6.06126,6.06096,0,341.1,-60.2,22.0,-128.0,
64160,2453373.50000,9761.00000,6170.94106,1791.51369,2701.67474,-3.50168,4.30376,5.14146,6974.91344,0.00064,0.89865,6.22459,0.75378,6.04791,6.04761,0,340.6,-59.6,23.0,-127.2,
64180,2453373.50000,9781.00000,6099.46019,1877.16032,2803.85801,-3.64613,4.26057,5.07647,6974.69161,0.00061,0.89864,6.22458,0.78962,6.03378,6.03348,0,340.0,-59.0,23.9,-126.3,
64200,2453373.50000,9801.00000,6025.10742,1961.92308,2904.71750,-3.78885,4.21538,5.00908,6974.46502,0.00058,0.89863,6.22457,0.82636,6.01875,6.01845,0,339.5,-58.4,24.8,-125.5,
64220,2453373.50000,9821.00000,5947.91796,2045.76214,3004.20568,-3.92979,4.16820,4.93934,6974.23413,0.00055,0.89862,6.22456,0.86415,6.00268,6.00237,0,339.0,-57.8,25.7,-124.6,
64240,2453373.50000,9841.00000,5867.92836,2128.63809,3102.27569,-4.06886,4.11907,4.86727,6973.99941,0.00053,0.89860,6.22454,0.90317,5.98537,5.98506,0,338.5,-57.2,26.6,-123.7,
64260,2453373.50000,9861.00000,5785.17647,2210.51199,3198.88135,-4.20600,4.06800,4.79291,6973.76132,0.00050,0.89859,6.22453,0.94365,5.96660,5.96629,0,338.1,-56.6,27.5,-122.9,
64280,2453373.50000,9881.00000,5699.70145,2291.34538,3293.97717,-4.34116,4.01502,4.71630,6973.52030,0.00047,0.89858,6.22452,0.98587,5.94608,5.94577,0,337.6,-56.1,28.4,-121.9,
64300,2453373.50000,9901.00000,5611.54374,2371.10030,3387.51840,-4.47426,3.96016,4.63746,6973.27681,0.00044,0.89856,6.22451,1.03022,5.92345,5.92314,0,337.1,-55.5,29.3,-121.0,
64320,2453373.50000,9921.00000,5520.74502,2449.73931,3479.46100,-4.60525,3.90343,4.55644,6973.03129,0.00041,0.89855,6.22449,1.07715,5.89823,5.89792,0,336.6,-54.9,30.1,-120.1,
64340,2453373.50000,9941.00000,5427.34823,2527.22548,3569.76173,-4.73406,3.84488,4.47328,6972.78419,0.00038,0.89853,6.22448,1.12728,5.86980,5.86950,0,336.2,-54.3,31.0,-119.1,
64360,2453373.50000,9961.00000,5331.39752,2603.52243,3658.37809,-4.86063,3.78452,4.38801,6972.53591,0.00035,0.89852,6.22446,1.18145,5.83734,5.83704,0,335.7,-53.7,31.8,-118.2,
64380,2453373.50000,9981.00000,5232.93824,2678.59438,3745.26842,-4.98491,3.72238,4.30068,6972.28687,0.00032,0.89851,6.22444,1.24079,5.79970,5.79941,0,335.3,-53.1,32.7,-117.2,
64400,2453373.50000,10001.00000,5132.01689,2752.40609,3830.39186,-5.10683,3.65850,4.21133,6972.03743,0.00029,0.89849,6.22442,1.30686,5.75534,5.75505,0,334.8,-52.5,33.5,-116.1,
64420,2453373.50000,10021.00000,5028.68117,2824.92293,3913.70840,-5.22634,3.59290,4.12000,6971.78799,0.00026,0.89848,6.22441,1.38186,5.70204,5.70176,0,334.4,-51.9,34.3,-115.1,
64440,2453373.50000,10041.00000,4922.97985,2896.11091,3995.17888,-5.34338,3.52562,4.02673,6971.53894,0.00023,0.89846,6.22439,1.46898,5.63663,5.63636,0,334.0,-51.3,35.2,-114.0,
64460,2453373.50000,10061.00000,4814.96286,2965.93663,4074.76502,-5.45790,3.45668,3.93157,6971.29065,0.00020,0.89845,6.22437,1.57286,5.55446,5.55419,0,333.5,-50.7,36.0,-113.0,
64480,2453373.50000,10081.00000,4704.68118,3034.36736,4152.42943,-5.56984,3.38612,3.83457,6971.04348,0.00017,0.89843,6.22435,1.70030,5.44872,5.44846,0,333.1,-50.1,36.8,-111.9,
64500,2453373.50000,10101.00000,4592.18686,3101.37102,4228.13564,-5.67915,3.31398,3.73576,6970.79782,0.00015,0.89842,6.22432,1.86093,5.30980,5.30955,0,332.7,-49.5,37.5,-110.7,
64520,2453373.50000,10121.00000,4477.53298,3166.91622,4301.84810,-5.78579,3.24028,3.63520,6970.55403,0.00013,0.89841,6.22430,2.06665,5.12578,5.12554,0,332.2,-48.9,38.3,-109.6,
64540,2453373.50000,10141.00000,4360.77362,3230.97225,4373.53222,-5.88969,3.16507,3.53293,6970.31251,0.00011,0.89839,6.22428,2.32665,4.88748,4.88725,0,331.8,-48.3,39.1,-108.4,
64560,2453373.50000,10161.00000,4241.96385,3293.50910,4443.15435,-5.99082,3.08837,3.42901,6970.07365,0.00011,0.89838,6.22425,2.63377,4.60206,4.60185,0,331.4,-47.7,39.8,-107.2,
64580,2453373.50000,10181.00000,4121.15969,3354.49748,4510.68183,-6.08912,3.01023,3.32348,6969.83788,0.00011,0.89836,6.22423,2.95307,4.30446,4.30426,0,331.0,-47.1,40.5,-105.9,
64600,2453373.50000,10201.00000,3998.41811,3413.90885,4576.08299,-6.18455,2.93068,3.21638,6969.60566,0.00012,0.89835,6.22420,3.24039,4.03884,4.03865,0,330.5,-46.5,41.2,-104.7,
64620,2453373.50000,10221.00000,3873.79694,3471.71539,4639.32717,-6.27707,2.84975,3.10779,6969.37752,0.00014,0.89834,6.22418,3.47422,3.82671,3.82654,0,330.1,-45.9,41.9,-103.4,
64640,2453373.50000,10241.00000,3747.35493,3527.89004,4700.38472,-6.36663,2.76749,2.99773,6969.15398,0.00016,0.89833,6.22415,3.65743,3.66520,3.66504,0,329.7,-45.3,42.6,-102.1,
64660,2453373.50000,10261.00000,3619.15162,3582.40654,4759.22702,-6.45319,2.68394,2.88627,6968.93556,0.00018,0.89831,6.22412,3.80166,3.54267,3.54253,0,329.3,-44.7,43.3,-100.7,
64680,2453373.50000,10281.00000,3489.24742,3635.23939,4815.82652,-6.53672,2.59914,2.77346,6968.72275,0.00020,0.89830,6.22410,3.91792,3.44810,3.44798,0,328.8,-44.1,43.9,-99.3,
64700,2453373.50000,10301.00000,3357.70349,3686.36387,4870.15671,-6.61716,2.51311,2.65935,6968.51602,0.00023,0.89829,6.22407,4.01444,3.37329,3.37318,0,328.4,-43.5,44.5,-97.9,
64720,2453373.50000,10321.00000,3224.58177,3735.75608,4922.19213,-6.69449,2.42592,2.54399,6968.31580,0.00025,0.89828,6.22404,4.09685,3.31257,3.31248,0,328.0,-42.9,45.1,-96.5,
64740,2453373.50000,10341.00000,3089.94491,3783.39295,4971.90845,-6.76867,2.33759,2.42745,6968.12249,0.00028,0.89827,6.22401,4.16903,3.26209,3.26202,0,327.5,-42.3,45.7,-95.0,
64760,2453373.50000,10361.00000,2953.85627,3829.25221,5019.28239,-6.83966,2.24816,2.30976,6967.93649,0.00030,0.89826,6.22398,4.23364,3.21917,3.21912,0,327.1,-41.7,46.3,-93.5,
64780,2453373.50000,10381.00000,2816.37989,3873.31243,5064.29178,-6.90744,2.15769,2.19100,6967.75819,0.00033,0.89825,6.22394,4.29255,3.18196,3.18193,0,326.7,-41.1,46.8,-91.9,
64800,2453373.50000,10401.00000,2677.58044,3915.55303,5106.91558,-6.97196,2.06621,2.07121,6967.58800,0.00035,0.89824,6.22391,4.34709,3.14911,3.14910,0,326.2,-40.5,47.3,-90.4,
64820,2453373.50000,10421.00000,2537.52320,3955.95428,5147.13385,-7.03321,1.97376,1.95046,6967.42630,0.00038,0.89823,6.22388,4.39825,3.11965,3.11966,0,325.8,-39.9,47.8,-88.8,
64840,2453373.50000,10441.00000,2396.27403,3994.49731,5184.92780,-7.09115,1.88039,1.82879,6967.27352,0.00040,0.89822,6.22385,4.44674,3.09285,3.09289,0,325.3,-39.2,48.3,-87.1,
64860,2453373.50000,10461.00000,2253.89933,4031.16414,5220.27976,-7.14576,1.78615,1.70627,6967.13002,0.00042,0.89821,6.22381,4.49311,3.06817,3.06823,0,324.9,-38.6,48.7,-85.5,
64880,2453373.50000,10481.00000,2110.46604,4065.93763,5253.17322,-7.19701,1.69107,1.58295,6966.99614,0.00044,0.89820,6.22378,4.53780,3.04517,3.04526,0,324.4,-38.0,49.1,-83.8,
64900,2453373.50000,10501.00000,1966.04156,4098.80157,5283.59280,-7.24487,1.59520,1.45889,6966.87222,0.00046,0.89820,6.22375,4.58112,3.02354,3.02365,0,324.0,-37.4,49.5,-82.0,
64920,2453373.50000,10521.00000,1820.69377,4129.74061,5311.52432,-7.28934,1.49859,1.33415,6966.75854,0.00048,0.89819,6.22371,4.62335,3.00301,3.00314,0,323.5,-36.8,49.8,-80.3,
64940,2453373.50000,10541.00000,1674.49095,4158.74031,5336.95473,-7.33037,1.40127,1.20879,6966.65538,0.00050,0.89818,6.22368,4.66470,2.98335,2.98351,0,323.0,-36.2,50.2,-78.5,
64960,2453373.50000,10561.00000,1527.50179,4185.78714,5359.87217,-7.36797,1.30331,1.08286,6966.56296,0.00052,0.89818,6.22364,4.70533,2.96440,2.96459,0,322.6,-35.6,50.4,-76.7,
64980,2453373.50000,10581.00000,1379.79533,4210.86846,5380.26594,-7.40210,1.20473,0.95643,6966.48144,0.00053,0.89817,6.22360,4.74540,2.94603,2.94624,0,322.1,-35.0,50.7,-74.9,
65000,2453373.50000,10601.00000,1231.44094,4233.97259,5398.12654,-7.43276,1.10559,0.82956,6966.41094,0.00055,0.89817,6.22357,4.78501,2.92811,2.92834,0,321.6,-34.4,50.9,-73.0,
65020,2453373.50000,10621.00000,1082.50830,4255.08872,5413.44564,-7.45992,1.00594,0.70229,6966.35152,0.00056,0.89817,6.22353,4.82428,2.91053,2.91079,0,321.1,-33.8,51.1,-71.2,
65040,2453373.50000,10641.00000,933.06734,4274.20700,5426.21610,-7.48359,0.90582,0.57470,6966.30320,0.00057,0.89816,6.22350,4.86328,2.89322,2.89350,0,320.6,-33.2,51.3,-69.3,
65060,2453373.50000,10661.00000,783.18824,4291.31850,5436.43199,-7.50374,0.80527,0.44685,6966.26604,0.00058,0.89816,6.22346,4.90212,2.87607,2.87638,0,320.1,-32.5,51.4,-67.4,
65080,2453373.50000,10681.00000,632.94137,4306.41524,5444.08855,-7.52036,0.70435,0.31878,6966.24008,0.00059,0.89816,6.22342,4.94086,2.85902,2.85935,0,319.5,-31.9,51.5,-65.5,
65100,2453373.50000,10701.00000,482.39727,4319.49017,5449.18223,-7.53346,0.60310,0.19057,6966.22539,0.00060,0.89816,6.22339,4.97959,2.84198,2.84234,0,319.0,-31.3,51.6,-63.6,
65120,2453373.50000,10721.00000,331.62661,4330.53717,5451.71068,-7.54302,0.50156,0.06227,6966.22204,0.00061,0.89816,6.22335,5.01836,2.82490,2.82528,0,318.5,-30.7,51.6,-61.7,
65140,2453373.50000,10741.00000,180.70019,4339.55108,5451.67274,-7.54903,0.39979,-0.06606,6966.23003,0.00062,0.89816,6.22331,5.05724,2.80771,2.80812,0,317.9,-30.1,51.6,-59.8,
65160,2453373.50000,10761.00000,29.68884,4346.52769,5449.06846,-7.55151,0.29784,-0.19436,6966.24929,0.00062,0.89816,6.22328,5.09626,2.79038,2.79081,0,317.3,-29.5,51.6,-57.9,
65180,2453373.50000,10781.00000,-121.33653,4351.46374,5443.89908,-7.55044,0.19575,-0.32256,6966.27966,0.00063,0.89816,6.22324,5.13547,2.77286,2.77332,0,316.8,-28.9,51.5,-56.0,
65200,2453373.50000,10801.00000,-272.30504,4354.35690,5436.16703,-7.54582,0.09356,-0.45061,6966.32094,0.00063,0.89816,6.22321,5.17490,2.75512,2.75560,0,316.2,-28.3,51.4,-54.1,
65220,2453373.50000,10821.00000,-423.14579,4355.20582,5425.87597,-7.53766,-0.00867,-0.57845,6966.37291,0.00063,0.89816,6.22317,5.21462,2.73709,2.73759,0,315.6,-27.6,51.3,-52.2,
65240,2453373.50000,10841.00000,-573.78799,4354.01010,5413.03073,-7.52597,-0.11090,-0.70602,6966.43539,0.00064,0.89817,6.22313,5.25467,2.71874,2.71926,0,314.9,-27.0,51.1,-50.3,
65260,2453373.50000,10861.00000,-724.16090,4350.77027,5397.63733,-7.51074,-0.21307,-0.83326,6966.50820,0.00064,0.89817,6.22310,5.29510,2.69999,2.70054,0,314.3,-26.4,50.9,-48.5,
65280,2453373.50000,10881.00000,-874.19391,4345.48783,5379.70300,-7.49198,-0.31515,-0.96010,6966.59117,0.00064,0.89817,6.22306,5.33598,2.68080,2.68137,0,313.7,-25.8,50.7,-46.6,
65300,2453373.50000,10901.00000,-1023.81660,4338.16526,5359.23615,-7.46970,-0.41708,-1.08650,6966.68411,0.00063,0.89818,6.22303,5.37737,2.66111,2.66169,0,313.0,-25.2,50.4,-44.8,
65320,2453373.50000,10921.00000,-1172.95869,4328.80594,5336.24639,-7.44392,-0.51882,-1.21239,6966.78685,0.00063,0.89818,6.22299,5.41933,2.64085,2.64145,0,312.3,-24.6,50.1,-43.0,
65340,2453373.50000,10941.00000,-1321.55016,4317.41424,5310.74448,-7.41464,-0.62031,-1.33770,6966.89917,0.00063,0.89819,6.22296,5.46191,2.61996,2.62058,0,311.6,-24.0,49.8,-41.2,
65360,2453373.50000,10961.00000,-1469.52123,4303.99547,5282.74239,-7.38188,-0.72152,-1.46240,6967.02087,0.00062,0.89820,6.22292,5.50518,2.59837,2.59902,0,310.9,-23.3,49.4,-39.5,
65380,2453373.50000,10981.00000,-1616.80240,4288.55588,5252.25324,-7.34566,-0.82238,-1.58640,6967.15171,0.00062,0.89820,6.22289,5.54922,2.57603,2.57669,0,310.1,-22.7,49.1,-37.8,
65400,2453373.50000,11001.00000,-1763.32450,4271.10267,5219.29133,-7.30598,-0.92287,-1.70966,6967.29145,0.00061,0.89821,6.22285,5.59409,2.55285,2.55353,0,309.4,-22.1,48.6,-36.1,
65420,2453373.50000,11021.00000,-1909.01870,4251.64398,5183.87209,-7.26287,-1.02292,-1.83212,6967.43983,0.00061,0.89822,6.22282,5.63988,2.52876,2.52946,0,308.6,-21.5,48.2,-34.4,
65440,2453373.50000,11041.00000,-2053.81657,4230.18888,5146.01214,-7.21635,-1.12250,-1.95372,6967.59655,0.00060,0.89823,6.22279,5.68664,2.50369,2.50440,0,307.8,-20.9,47.7,-32.8,
65460,2453373.50000,11061.00000,-2197.65007,4206.74739,5105.72921,-7.16644,-1.22156,-2.07441,6967.76126,0.00059,0.89824,6.22276,5.73448,2.47755,2.47828,0,307.0,-20.3,47.3,-31.2,
65480,2453373.50000,11081.00000,-2340.45162,4181.33044,5063.04219,-7.11316,-1.32004,-2.19412,6967.93361,0.00058,0.89825,6.22273,5.78346,2.45027,2.45101,0,306.1,-19.7,46.7,-29.6,
65500,2453373.50000,11101.00000,-2482.15412,4153.94990,5017.97108,-7.05654,-1.41791,-2.31281,6968.11320,0.00057,0.89826,6.22269,5.83367,2.42175,2.42250,0,305.2,-19.0,46.2,-28.1,
65520,2453373.50000,11121.00000,-2622.69097,4124.61856,4970.53702,-6.99660,-1.51511,-2.43041,6968.29968,0.00056,0.89827,6.22266,5.88522,2.39190,2.39266,0,304.3,-18.4,45.6,-26.6,
65540,2453373.50000,11141.00000,-2761.99611,4093.35010,4920.76224,-6.93337,-1.61161,-2.54687,6968.49269,0.00055,0.89828,6.22263,5.93821,2.36060,2.36138,0,303.3,-17.8,45.1,-25.1,
65560,2453373.50000,11161.00000,-2900.00405,4060.15913,4868.67009,-6.86688,-1.70736,-2.66214,6968.69193,0.00054,0.89829,6.22260,5.99277,2.32774,2.32853,0,302.4,-17.2,44.5,-23.6,
65580,2453373.50000,11181.00000,-3036.64991,4025.06116,4814.28499,-6.79717,-1.80230,-2.77616,6968.89709,0.00053,0.89830,6.22257,6.04902,2.29318,2.29398,0,301.4,-16.6,43.8,-22.2,
65600,2453373.50000,11201.00000,-3171.86944,3988.07259,4757.63246,-6.72426,-1.89641,-2.88887,6969.10792,0.00052,0.89831,6.22255,6.10711,2.25679,2.25760,0,300.3,-16.0,43.2,-20.8,
65620,2453373.50000,11221.00000,-3305.59904,3949.21070,4698.73907,-6.64818,-1.98963,-3.00023,6969.32414,0.00051,0.89833,6.22252,6.16718,2.21843,2.21924,0,299.2,-15.4,42.5,-19.5,
65640,2453373.50000,11241.00000,-3437.77583,3908.49365,4637.63245,-6.56898,-2.08192,-3.11019,6969.54548,0.00050,0.89834,6.22249,6.22935,2.17795,2.17877,0,298.1,-14.8,41.9,-18.2,
65660,2453373.50000,11261.00000,-3568.33763,3865.94047,4574.34127,-6.48669,-2.17323,-3.21868,6969.77166,0.00049,0.89835,6.22247,0.01060,2.13522,2.13605,0,296.9,-14.2,41.2,-16.9,
65680,2453373.50000,11281.00000,-3697.22301,3821.57107,4508.89524,-6.40134,-2.26353,-3.32567,6970.00235,0.00048,0.89836,6.22244,0.07740,2.09012,2.09095,0,295.7,-13.6,40.5,-15.6,
65700,2453373.50000,11301.00000,-3824.37133,3775.40618,4441.32506,-6.31299,-2.35278,-3.43109,6970.23721,0.00047,0.89838,6.22242,0.14667,2.04255,2.04338,0,294.4,-13.0,39.7,-14.4,
65720,2453373.50000,11321.00000,-3949.72275,3727.46740,4371.66245,-6.22166,-2.44092,-3.53490,6970.47578,0.00046,0.89839,6.22239,0.21847,1.99245,1.99328,0,293.1,-12.4,39.0,-13.2,
65740,2453373.50000,11341.00000,-4073.21827,3677.77714,4299.94010,-6.12741,-2.52792,-3.63705,6970.71757,0.00045,0.89840,6.22237,0.29282,1.93980,1.94064,0,291.8,-11.8,38.2,-12.0,
65760,2453373.50000,11361.00000,-4194.79974,3626.35865,4226.19169,-6.03026,-2.61373,-3.73750,6970.96206,0.00044,0.89842,6.22235,0.36968,1.88464,1.88548,0,290.4,-11.2,37.5,-10.9,
65780,2453373.50000,11381.00000,-4314.40991,3573.23599,4150.45186,-5.93028,-2.69833,-3.83619,6971.20874,0.00043,0.89843,6.22233,0.44899,1.82705,1.82788,0,288.9,-10.7,36.7,-9.7,
65800,2453373.50000,11401.00000,-4431.99246,3518.43403,4072.75616,-5.82751,-2.78166,-3.93308,6971.45712,0.00042,0.89845,6.22230,0.53061,1.76713,1.76796,0,287.4,-10.1,35.9,-8.6,
65820,2453373.50000,11421.00000,-4547.49198,3461.97841,3993.14109,-5.72199,-2.86368,-4.02812,6971.70677,0.00042,0.89846,6.22229,0.61437,1.70507,1.70590,0,285.8,-9.5,35.1,-7.6,
65840,2453373.50000,11441.00000,-4660.85407,3403.89557,3911.64405,-5.61377,-2.94437,-4.12127,6971.95714,0.00041,0.89848,6.22227,0.70001,1.64114,1.64196,0,284.1,-9.0,34.3,-6.5,
65860,2453373.50000,11461.00000,-4772.02529,3344.21271,3828.30335,-5.50291,-3.02368,-4.21248,6972.20764,0.00041,0.89849,6.22225,0.78716,1.57570,1.57652,0,282.4,-8.5,33.4,-5.5,
65880,2453373.50000,11481.00000,-4880.95325,3282.95778,3743.15814,-5.38946,-3.10157,-4.30171,6972.45760,0.00041,0.89850,6.22223,0.87538,1.50918,1.50999,0,280.7,-7.9,32.6,-4.4,
65900,2453373.50000,11501.00000,-4987.58659,3220.15949,3656.24844,-5.27346,-3.17801,-4.38892,6972.70643,0.00040,0.89852,6.22221,0.96424,1.44203,1.44283,0,278.8,-7.4,31.8,-3.5,
65920,2453373.50000,11521.00000,-5091.87503,3155.84726,3567.61513,-5.15498,-3.25296,-4.47406,6972.95373,0.00040,0.89853,6.22220,1.05327,1.37471,1.37550,0,276.9,-6.9,30.9,-2.5,
65940,2453373.50000,11541.00000,-5193.76939,3090.05124,3477.29989,-5.03406,-3.32638,-4.55711,6973.19920,0.00041,0.89855,6.22218,1.14209,1.30760,1.30838,0,274.9,-6.5,30.0,-1.5,
65960,2453373.50000,11561.00000,-5293.22161,3022.80229,3385.34519,-4.91077,-3.39825,-4.63800,6973.44264,0.00041,0.89856,6.22217,1.23031,1.24109,1.24186,0,272.9,-6.0,29.2,-0.6,
65980,2453373.50000,11581.00000,-5390.18478,2954.13193,3291.79429,-4.78516,-3.46852,-4.71672,6973.68385,0.00041,0.89857,6.22215,1.31759,1.17552,1.17627,0,270.8,-5.6,28.3,0.3,
66000,2453373.50000,11601.00000,-5484.61315,2884.07237,3196.69121,-4.65730,-3.53716,-4.79322,6973.92253,0.00042,0.89859,6.22214,1.40361,1.11121,1.11195,0,268.6,-5.2,27.4,1.2,
66020,2453373.50000,11621.00000,-5576.46217,2812.65647,3100.08069,-4.52724,-3.60415,-4.86746,6974.15827,0.00042,0.89860,6.22213,1.48807,1.04846,1.04919,0,266.3,-4.8,26.5,2.1,
66040,2453373.50000,11641.00000,-5665.68848,2739.91774,3002.00820,-4.39504,-3.66944,-4.93941,6974.39055,0.00043,0.89862,6.22212,1.57069,0.98755,0.98827,0,264.0,-4.4,25.6,3.0,
66060,2453373.50000,11661.00000,-5752.24995,2665.89032,2902.51990,-4.26077,-3.73301,-5.00903,6974.61873,0.00044,0.89863,6.22211,1.65125,0.92871,0.92941,0,261.7,-4.1,24.7,3.9,
66080,2453373.50000,11681.00000,-5836.10572,2590.60893,2801.66264,-4.12448,-3.79483,-5.07630,6974.84214,0.00044,0.89864,6.22210,1.72956,0.87211,0.87278,0,259.2,-3.8,23.8,4.7,
66100,2453373.50000,11701.00000,-5917.21617,2514.10892,2699.48389,-3.98625,-3.85487,-5.14117,6975.06020,0.00045,0.89865,6.22209,1.80553,0.81785,0.81851,0,256.8,-3.6,22.9,5.5,
66120,2453373.50000,11721.00000,-5995.54299,2436.42622,2596.03179,-3.84613,-3.91310,-5.20363,6975.27240,0.00046,0.89867,6.22208,1.87912,0.76598,0.76662,0,254.3,-3.4,22.0,6.4,
66140,2453373.50000,11741.00000,-6071.04917,2357.59730,2491.35508,-3.70419,-3.96949,-5.26363,6975.47840,0.00047,0.89868,6.22207,1.95037,0.71644,0.71706,0,251.7,-3.2,21.0,7.2,
66160,2453373.50000,11761.00000,-6143.69905,2277.65919,2385.50306,-3.56051,-4.02401,-5.32115,6975.67787,0.00048,0.89869,6.22206,2.01935,0.66918,0.66977,0,249.1,-3.1,20.1,8.0,
66180,2453373.50000,11781.00000,-6213.45829,2196.64944,2278.52563,-3.41514,-4.07665,-5.37617,6975.87048,0.00049,0.89870,6.22206,2.08618,0.62407,0.62464,0,246.5,-3.0,19.2,8.7,
66200,2453373.50000,11801.00000,-6280.29391,2114.60613,2170.47318,-3.26816,-4.12736,-5.42865,6976.05590,0.00050,0.89871,6.22205,2.15096,0.58100,0.58155,0,243.9,-3.0,18.2,9.5,
66220,2453373.50000,11821.00000,-6344.17434,2031.56780,2061.39667,-3.11963,-4.17614,-5.47857,6976.23377,0.00051,0.89872,6.22204,2.21382,0.53986,0.54039,0,241.3,-3.0,17.3,10.3,
66240,2453373.50000,11841.00000,-6405.06937,1947.57350,1951.34750,-2.96963,-4.22296,-5.52591,6976.40376,0.00052,0.89873,6.22204,2.27487,0.50052,0.50102,0,238.7,-3.0,16.3,11.1,
66260,2453373.50000,11861.00000,-6462.95022,1862.66270,1840.37756,-2.81823,-4.26779,-5.57065,6976.56554,0.00053,0.89874,6.22203,2.33427,0.46285,0.46332,0,236.1,-3.1,15.4,11.8,
66280,2453373.50000,11881.00000,-6517.78952,1776.87533,1728.53919,-2.66549,-4.31061,-5.61275,6976.71882,0.00054,0.89875,6.22203,2.39212,0.42671,0.42716,0,233.5,-3.3,14.4,12.5,
66300,2453373.50000,11901.00000,-6569.56133,1690.25173,1615.88511,-2.51149,-4.35141,-5.65221,6976.86328,0.00055,0.89876,6.22203,2.44857,0.39198,0.39240,0,231.0,-3.4,13.5,13.3,
66320,2453373.50000,11921.00000,-6618.24117,1602.83264,1502.46846,-2.35630,-4.39016,-5.68901,6976.99861,0.00056,0.89877,6.22202,2.50374,0.35853,0.35892,0,228.5,-3.7,12.5,14.0,
66340,2453373.50000,11941.00000,-6663.80603,1514.65918,1388.34275,-2.20000,-4.42684,-5.72312,6977.12451,0.00057,0.89877,6.22202,2.55774,0.32625,0.32662,0,226.0,-3.9,11.5,14.7,
